Date,State/UnionTerritory,Sector,GDP_Before_COVID,GDP_During_COVID,GDP_Loss_Percent,Unemployment_Rate_Before,Unemployment_Rate_During,Migration_Effect,Recovery_Factor,Govt_Support_Received,Sector_Impact_Score,Health_Index,Lockdown_Severity,Vaccination_Rate,Urban_Rural_Ratio,Inflation_Rate,Population_Affected,Recovery_Progress,Remarks
31-01-2019,Odisha,Mining,37522.45,30481.59,18.76,8.91,10.91242934,1,0.94,797.03,7,50.22,4,8.96,1.79,3.91,299.84,29.84,Low Impact
02-03-2019,Punjab,Real Estate,46790.94,39094.07,16.45,6.07,9.339360577,0,0.8,797.03,7,89.54,5,88.06,0.86,4.08,254.41,71.17,Low Impact
01-04-2019,Uttarakhand,Agriculture,74999.62,47129.93,37.16,5.4,16.73615378,0,0.43,797.03,4,56.44,5,89.67,0.24,7.82,239.35,38.46,Low Impact
01-05-2019,Chhattisgarh,Real Estate,4631.64,4321.42,6.7,6.83,17.50354639,1,0.63,797.03,6,47.53,2,87.17,0.26,6.48,31.88,40.85,Medium Impact
31-05-2019,Karnataka,Services,25991.26,23222.47,10.65,3.64,7.97609032,1,0.86,797.03,9,36.35,5,51.1,1.91,8.74,227.76,21.87,Medium Impact
30-06-2019,Kerala,Mining,71621.61,63154.62,11.82,8.3,18.08371905,0,0.49,797.03,3,81.57,5,65.97,0.26,4.39,144.49,61.79,Medium Impact
30-07-2019,Jharkhand,Finance,89625.48,79591.4,11.2,7.08,15.16571593,1,0.22,797.03,8,83.63,5,56.34,2.98,5.91,138.01,40.79,High Impact
29-08-2019,West Bengal,Real Estate,51656.07,47856.7,7.36,4.31,16.01904711,1,0.17,797.03,7,32.16,3,6.94,0.71,8.86,111.97,70.87,Low Impact
28-09-2019,Bihar,Public Administration,53679.24,42432.84,20.95,4.32,10.0560566,1,0,797.03,4,53.31,3,59.58,2.19,7.96,166.93,76.73,Low Impact
28-10-2019,Uttar Pradesh,Agriculture,11610.03,7779.87,32.99,4.29,13.10460613,1,0.72,797.03,10,78.74,2,1.36,0.63,7.37,177.21,62.62,Medium Impact
27-11-2019,Manipur,Mining,45293.82,36954.06,18.41,3.4,6.035357224,0,0.11,797.03,3,91.51,1,32.5,1.71,4.13,155.08,34.85,Medium Impact
27-12-2019,Punjab,Real Estate,53729.11,46207.49,14,7.11,13.07247347,0,0.24,797.03,7,54.56,5,93.23,0.43,7.62,489.4,55.77,Medium Impact
26-01-2020,Maharashtra,Trade,25004.58,21460.71,14.17,8.88,20.51817661,0,0.3,797.03,10,86.68,1,30.4,2.35,5.09,466.43,32.67,Medium Impact
25-02-2020,Chhattisgarh,Agriculture,27655.08,21640.3,21.75,3.12,10.50980874,0,0.56,797.03,9,55.59,3,93.98,1.84,6.18,287.68,91.26,Medium Impact
26-03-2020,Nagaland,Finance,38351.13,23929.59,37.6,3.34,8.218795033,0,0.4,797.03,10,41.67,5,25.01,0.44,6.65,490.55,78.97,Medium Impact
25-04-2020,Assam,Trade,2987.05,2180.22,27.01,7.01,10.21270963,1,0.67,797.03,3,30.22,1,31.46,2.58,6.66,495.61,54.37,Medium Impact
25-05-2020,Tripura,Agriculture,32885.84,30329.57,7.77,8.74,17.7752834,0,0.06,797.03,10,51.46,1,62.84,1.73,7.36,178.61,96.89,Low Impact
24-06-2020,Meghalaya,Construction,21933.35,17646.63,19.54,5.29,13.73856043,0,0.12,797.03,9,54.6,4,76.16,2.78,6.97,223.15,59.21,High Impact
24-07-2020,Meghalaya,Public Administration,33422.24,26350.63,21.16,5.45,11.18938714,1,0.5,797.03,8,91.43,3,50.14,2.77,3.41,479.57,39.57,High Impact
23-08-2020,Meghalaya,Manufacturing,12856.45,8923.65,30.59,7.17,18.67941352,1,0.34,797.03,3,43.39,2,88.21,2.78,5.74,304.7,18.59,Low Impact
22-09-2020,Tripura,Agriculture,89162.2,64995.42,27.1,4.92,7.14202813,1,0.3,797.03,8,54.84,2,4.02,0.42,6.98,107.25,58.94,Low Impact
22-10-2020,West Bengal,Finance,59765.65,54588.22,8.66,3.19,8.227238516,0,0.07,797.03,4,31.64,4,92.22,0.54,4.78,345,87.44,High Impact
21-11-2020,Telangana,Transport,68231.13,56854.41,16.67,8.15,19.36069486,1,0.9,797.03,6,79.63,1,19.63,2.97,4.88,103.67,88,Medium Impact
21-12-2020,Punjab,Manufacturing,79127.95,69283.28,12.44,7.38,12.58935438,1,0.69,797.03,10,89.48,4,88.42,1.57,3.75,170.34,64.41,High Impact
20-01-2021,Tamil Nadu,Mining,50345.78,38213.5,24.1,7.07,11.59252834,1,0.12,797.03,2,45.46,4,40.09,0.87,5.51,114.55,45.41,Low Impact
19-02-2021,Tripura,Agriculture,9605.11,7881.82,17.94,8.19,15.5322041,0,0.07,797.03,8,57.88,3,83.28,2.36,8.92,123.25,68.53,High Impact
21-03-2021,Odisha,Manufacturing,54173.55,37213.67,31.31,7.73,17.9680175,1,0.97,797.03,9,37.94,5,67.17,0.94,4.71,3.32,78.59,Medium Impact
20-04-2021,Uttarakhand,Real Estate,59097.27,50050.15,15.31,4.44,7.471467609,1,0.68,797.03,7,59.69,1,17.59,2.24,6.19,440.47,47.05,Low Impact
20-05-2021,Odisha,Agriculture,74798.51,56073.49,25.03,5.47,16.9002071,0,0.42,797.03,8,38.67,2,91.8,2.54,7.46,148.7,52.86,Low Impact
19-06-2021,Tripura,Trade,43734.3,33014.63,24.51,3.88,13.83072881,1,0.7,797.03,7,64.02,2,24.55,2.4,3.08,44.1,71.26,High Impact
19-07-2021,Sikkim,Finance,13630.45,11275.96,17.27,3.91,7.722502556,0,0.76,797.03,10,77.75,4,24.41,0.97,8.4,44.41,88.9,Low Impact
18-08-2021,Karnataka,Services,29093.81,26990.28,7.23,7.73,16.85007961,0,0.78,797.03,4,65.97,4,81.42,1.32,5.32,278.45,81.19,High Impact
17-09-2021,Meghalaya,Services,36945.15,22994.74,37.76,9.01,14.85958723,1,0.48,797.03,1,45.94,4,10.59,1.36,8.21,496.47,12.02,High Impact
17-10-2021,Andhra Pradesh,Finance,64945.81,57714.75,11.13,9.74,15.76294678,0,0.43,797.03,3,53,1,22.2,1.58,3.23,73.37,21.19,Low Impact
16-11-2021,Chhattisgarh,Transport,57507.05,40389.16,29.77,7.4,17.23290092,1,0.01,797.03,7,71.51,4,50.37,0.67,3.87,50.71,86.75,Low Impact
16-12-2021,Andhra Pradesh,Finance,36253.58,27384.93,24.46,4.29,15.91784808,1,0.93,797.03,7,68.33,4,83.05,1.47,4.94,219.71,85.04,High Impact
15-01-2022,Tripura,Real Estate,98665.01,59955.73,39.23,3.74,7.006558728,1,0.6,797.03,3,38.89,5,14.75,1.63,5.07,282.1,44.99,Low Impact
14-02-2022,Punjab,Finance,60971.71,43007.38,29.46,8.69,14.89630237,1,0.2,797.03,1,84.92,1,54.77,1.69,8.09,147.9,62.59,Low Impact
16-03-2022,Odisha,Finance,24485.45,18998.77,22.41,7.05,13.85941608,0,0.92,797.03,10,60.89,3,71.12,2.5,3.07,151.96,91.53,Medium Impact
15-04-2022,Kerala,Manufacturing,11076.46,6863.66,38.03,7.33,13.09311817,1,0.91,797.03,9,40.55,3,86.06,1.65,6.85,212.81,92.04,Low Impact
15-05-2022,Manipur,Mining,16133.05,12452.84,22.81,8.47,14.10189124,1,0.99,797.03,6,37.98,5,93.56,0.85,3.79,157.76,80.48,High Impact
14-06-2022,Andhra Pradesh,Services,25349.82,23435.62,7.55,7.92,10.44268668,1,0.87,797.03,7,92.76,2,78.46,2.06,7.94,457.75,28.86,High Impact
14-07-2022,Assam,Transport,16907.46,10768.15,36.31,8.84,17.69538621,0,1,797.03,1,48.3,3,65.28,2.43,7.67,21.94,75.73,Low Impact
13-08-2022,Gujarat,Manufacturing,19470.14,16891.4,13.24,3.39,9.752144171,0,0.24,797.03,1,89.06,1,43.36,1.09,6,118.05,19.1,Medium Impact
12-09-2022,West Bengal,Services,29224.42,21724.99,25.66,8.23,12.17793803,1,0.84,797.03,4,56.69,2,11.21,2.01,4.28,404.47,90.45,Low Impact
12-10-2022,Punjab,Mining,18163.99,15063.59,17.07,8.96,19.12033502,0,0.82,797.03,7,55.08,4,70.97,0.61,6.81,417.15,23.42,Low Impact
11-11-2022,Tripura,Finance,89779.78,62045.26,30.89,5,15.02560748,0,0.23,797.03,8,75.56,1,99.27,1.16,3.94,56.67,69.61,Medium Impact
01-01-2019,Kerala,Mining,8943.14,5865.11,34.42,7.48,14.34391628,1,0.1,797.03,10,30.64,2,73.68,2.75,4.14,486.91,64.92,Low Impact
31-01-2019,Tripura,Services,52926.63,34728.44,34.38,5.2,10.18450661,1,0.98,797.03,9,51.98,3,1.67,2.75,6.76,346.98,79.92,High Impact
02-03-2019,Meghalaya,Construction,41629.29,26004.66,37.53,9.71,18.09092726,1,0.3,797.03,1,49.67,4,49.63,1.81,8.95,137.02,59.64,Medium Impact
01-04-2019,Rajasthan,Agriculture,98255.48,65337.57,33.5,3.23,8.111521358,1,0.87,797.03,4,86.43,4,61.46,2.17,8.35,228.56,15.36,Medium Impact
01-05-2019,Uttarakhand,Agriculture,12091.85,10066.18,16.75,7.06,11.4200793,1,0,797.03,4,64.39,1,68.97,2.59,6.56,149.27,73.53,High Impact
31-05-2019,Jharkhand,Trade,40387.7,36695.93,9.14,4.17,13.47514654,0,0.02,797.03,3,53.7,4,71.97,2.88,6.23,75.86,44.48,Low Impact
30-06-2019,Andhra Pradesh,Real Estate,96977.57,85819.72,11.51,7.99,10.3932524,1,0.47,797.03,7,47.3,2,55.81,1.57,8.99,146.3,38.83,Low Impact
30-07-2019,Kerala,Mining,86685.21,72797.98,16.02,4.23,7.17768471,1,0.24,797.03,1,68.38,5,22.34,1.77,6.28,290.47,99.25,Medium Impact
29-08-2019,Assam,Finance,81890.14,52299.23,36.13,4.65,6.71788174,1,0.69,797.03,9,39.86,3,94.22,1.36,5.52,413.16,63.14,High Impact
28-09-2019,Arunachal Pradesh,Mining,26532.38,18604.92,29.88,6.46,9.989431865,1,0.57,797.03,8,46,1,69.67,0.4,8.46,182.4,73.96,Medium Impact
28-10-2019,Maharashtra,Finance,17917.87,12693.6,29.16,9.4,12.08990009,1,0.08,797.03,2,49.08,5,23.68,1.38,4.41,174.6,57.37,Low Impact
27-11-2019,Andhra Pradesh,Construction,67195.68,46196.02,31.25,4.48,16.43802368,0,0.16,797.03,2,69.51,5,32.23,2.41,3.59,234.53,79.3,Low Impact
27-12-2019,Andhra Pradesh,Construction,93008.22,72569.85,21.97,4.01,8.8980997,1,0.39,797.03,8,54.26,1,92.19,2.45,6.8,322.63,77.69,High Impact
26-01-2020,West Bengal,Real Estate,56119.53,44190.98,21.26,8.31,11.80268013,0,0.19,797.03,1,62.88,2,88.75,2.7,3.58,376.06,69.14,Medium Impact
25-02-2020,Punjab,Transport,57589.66,41747.33,27.51,6.5,10.90996258,1,0.79,797.03,7,72.28,3,40.51,0.34,5.24,164.07,99.8,Medium Impact
26-03-2020,Nagaland,Services,28717.93,20786.79,27.62,9.38,20.74125572,1,0.42,797.03,9,92.16,1,3.83,1.68,5.54,293.59,51.38,Low Impact
25-04-2020,Jharkhand,Trade,77179.8,68689.59,11,4.03,11.23160223,1,0.09,797.03,3,79.71,5,4.85,0.5,6.29,195.29,73.56,High Impact
25-05-2020,Uttarakhand,Construction,19517.33,17102.11,12.37,7.52,13.16818096,0,0.48,797.03,7,56.34,5,28.39,0.76,8.95,358.48,81.8,Low Impact
24-06-2020,Himachal Pradesh,Manufacturing,33044.24,23386.35,29.23,4.63,15.36391458,1,0.09,797.03,6,78.64,1,62.91,2.72,4.33,83.17,43.84,High Impact
24-07-2020,Odisha,Agriculture,43118.21,39661.25,8.02,4.1,10.04990271,1,0.13,797.03,7,91.73,5,58.42,1.59,5.25,129.21,51.15,Low Impact
23-08-2020,Haryana,Finance,51253.43,47844.32,6.65,7.78,13.1300857,1,0.24,797.03,7,62.46,1,63.38,2.32,3.79,213.6,97.23,Low Impact
22-09-2020,Haryana,Public Administration,24998.56,17857.97,28.56,7.16,11.23282523,1,0.86,797.03,10,56.68,1,71.73,0.38,6.65,444.82,12.91,High Impact
22-10-2020,Haryana,Agriculture,12368.85,8955.65,27.6,8.28,14.05796824,1,0.92,797.03,1,35.07,3,1.9,1.37,7.37,287.09,40.18,Low Impact
21-11-2020,Tripura,Construction,61451.38,47746,22.3,5.17,10.33684356,1,0.83,797.03,3,88,1,10.51,2.09,5.89,482.73,53.76,High Impact
21-12-2020,West Bengal,Construction,29574.42,27486.24,7.06,6.14,14.91303959,1,0.33,797.03,10,46.02,5,35.95,0.57,4.47,52.54,10.13,Medium Impact
20-01-2021,Chhattisgarh,Manufacturing,58542.58,53081.25,9.33,5.84,10.73582705,0,0.27,797.03,1,34.16,4,15.49,1.11,6.73,230.63,90.92,High Impact
19-02-2021,Delhi,Manufacturing,16281.91,10353.65,36.41,9.89,17.66199746,1,0.55,797.03,5,64.92,3,7.53,0.38,6.23,210.12,35.76,High Impact
21-03-2021,Nagaland,Public Administration,48632.87,35864.59,26.25,5.05,7.70892165,1,0.72,797.03,3,84.98,5,64.1,2.02,4.03,300.5,33.19,Low Impact
20-04-2021,Nagaland,Agriculture,53726.35,42641.52,20.63,5.06,8.972891567,1,0.99,797.03,1,56.43,5,81.53,2.92,5.43,406.17,83.83,Low Impact
20-05-2021,Meghalaya,Real Estate,6130.53,4757.88,22.39,5.48,11.55405272,0,0.13,797.03,2,80.9,3,75.26,2.52,5.61,420.88,35.02,Low Impact
19-06-2021,Rajasthan,Public Administration,34323.82,22923.23,33.21,6.95,18.31949254,0,0.05,797.03,10,84.37,3,81.7,2.93,8.9,335.43,69.19,High Impact
19-07-2021,Tripura,Agriculture,14307.05,12884.73,9.94,4.77,10.54251986,1,0.69,797.03,5,59.54,5,66.59,2.57,8.1,321.13,83.94,Low Impact
18-08-2021,Tamil Nadu,Construction,7274.12,6087.92,16.31,9.41,18.05074121,0,0.83,797.03,3,68.41,4,73.53,2.59,7.41,474.57,81.32,Low Impact
17-09-2021,Andhra Pradesh,Agriculture,99006.06,88438.94,10.67,4.86,9.410872224,1,0.85,797.03,6,64.7,2,27.18,1.82,8.33,192.46,80.38,Medium Impact
17-10-2021,Chhattisgarh,Finance,32913.03,29640.41,9.94,9.27,12.54033576,1,0.68,797.03,9,91.05,5,99.3,1.65,7.41,416.56,17.98,Medium Impact
16-11-2021,Tripura,Real Estate,81177.57,69968.94,13.81,3.72,6.305366001,0,0.95,797.03,6,77.16,3,18.32,1.34,8.42,460.83,17.19,High Impact
16-12-2021,Himachal Pradesh,Construction,26209.42,19754.66,24.63,7.6,12.65413499,1,0.51,797.03,2,90.15,1,21.45,2.49,3.33,246.28,37.61,High Impact
15-01-2022,Uttarakhand,Mining,68468.77,55712.45,18.63,9.35,12.92661027,0,0.91,797.03,2,44.3,1,28.89,0.71,5.74,364.82,13.24,Medium Impact
14-02-2022,Odisha,Construction,76262.56,50037.99,34.39,4.18,7.92010448,0,0.97,797.03,8,50.17,3,97.53,0.36,7.48,189.13,55.04,High Impact
16-03-2022,Tamil Nadu,Agriculture,59968.24,50120.01,16.42,9.78,19.38759308,0,0.85,797.03,8,34.61,3,98.83,2.85,6.5,80.28,45.53,High Impact
15-04-2022,Arunachal Pradesh,Services,47686.04,31603.38,33.73,6.17,8.328380709,1,0.31,797.03,6,62.49,2,79.49,0.21,4.05,293.67,60.13,Medium Impact
15-05-2022,Goa,Mining,41772.25,35209.09,15.71,9.62,17.19810126,1,0.2,797.03,10,86.81,3,62.91,2.94,5.04,99.04,36.89,Medium Impact
14-06-2022,Madhya Pradesh,Trade,35537.96,24178.58,31.96,7.74,13.53461381,1,0.55,797.03,7,51.25,1,52.01,2.24,4.91,229.34,53.72,High Impact
14-07-2022,Tripura,Construction,93023.39,59641.29,35.89,5.11,12.1755,1,0.45,797.03,1,38.34,4,97.06,1.12,4.57,436.57,40.13,High Impact
13-08-2022,Andhra Pradesh,Public Administration,83231.32,54753.69,34.22,4.32,11.94830237,1,0.88,797.03,9,34.45,3,69.56,2.15,5.06,43.92,27.57,Low Impact
12-09-2022,Madhya Pradesh,Transport,96537.66,57989.91,39.93,5.13,10.26367694,1,0.1,797.03,5,59.09,2,94.47,2.49,6.09,16.18,68.44,High Impact
12-10-2022,Nagaland,Public Administration,13305.43,11330.36,14.84,3.65,8.601088602,1,0.26,797.03,9,40.66,4,31.66,0.89,8.13,303.63,70.61,Low Impact
11-11-2022,West Bengal,Public Administration,73355.88,62817.6,14.37,4.01,13.34401849,0,0.75,797.03,2,52.5,2,33.38,2.36,7.45,166.2,84.63,Medium Impact
01-01-2019,Gujarat,Transport,93895.71,73259.94,21.98,3.73,14.44276988,1,0.09,797.03,8,83.3,4,85.47,2.45,8.01,209.55,88.73,Medium Impact
31-01-2019,Maharashtra,Construction,18942.07,12435.03,34.35,5.96,9.885816325,1,0.32,797.03,7,54.96,3,14.99,0.9,8.3,203.45,73.4,Medium Impact
02-03-2019,Uttar Pradesh,Trade,7583.13,4771.64,37.08,8.57,11.54618761,1,0.39,797.03,4,69.64,1,94.59,0.32,5.5,44.22,71.87,Medium Impact
01-04-2019,Madhya Pradesh,Services,74370.94,45120.49,39.33,3.99,14.96795806,0,0.62,797.03,3,62.64,4,50.75,0.77,5.08,2.78,15.1,High Impact
01-05-2019,Delhi,Mining,57872.84,38081.02,34.2,3.91,9.408954636,0,0.16,797.03,4,76.7,5,92.64,0.76,3.35,449.31,19.88,High Impact
31-05-2019,Uttarakhand,Construction,84341.05,76902.12,8.82,7.5,15.01317391,0,0.86,797.03,4,40.15,2,33.68,0.38,8.58,109.68,83.13,Low Impact
30-06-2019,Sikkim,Finance,14837.47,10156.81,31.55,4.38,9.975431445,1,0.45,797.03,10,89.83,4,71.6,2.23,3.39,213.61,30.97,Medium Impact
30-07-2019,Goa,Trade,79731.46,57725.18,27.6,3.68,6.938023363,0,0.92,797.03,10,71.84,2,48.29,1.26,7.45,485.99,42,High Impact
29-08-2019,Tamil Nadu,Trade,20961.1,13349.52,36.31,4.17,12.06331645,0,0.47,797.03,8,47.61,1,62.68,2.68,5.27,413.55,23.08,Low Impact
28-09-2019,Haryana,Agriculture,17201.94,11659.93,32.22,9.47,16.72140852,1,0.28,797.03,4,38.01,2,50.44,0.91,8.69,54.86,27.56,Low Impact
28-10-2019,Punjab,Mining,17262.31,13494.44,21.83,8.75,12.77993559,1,0.14,797.03,5,39.73,2,96.71,1.47,5.52,254.75,79.79,Low Impact
27-11-2019,Himachal Pradesh,Public Administration,81642.9,66352.28,18.73,5.48,11.99869045,1,0,797.03,2,80.87,5,69.21,1.99,7.9,365.31,33.57,Medium Impact
27-12-2019,Jharkhand,Services,66854.52,45853.73,31.41,7.59,17.55947504,0,0.53,797.03,4,68.23,2,25.13,2.66,4.7,349.5,50.41,Low Impact
26-01-2020,West Bengal,Finance,52783.48,32736.64,37.98,6.76,14.66426103,1,0.11,797.03,7,54.75,4,90.97,1.67,4.79,380.66,23.65,Medium Impact
25-02-2020,Manipur,Mining,36524.22,26913.29,26.31,7.74,10.70917327,1,0.39,797.03,3,51.64,2,29.4,1.25,6.57,229.27,71.01,Low Impact
26-03-2020,Manipur,Real Estate,87842.85,59906.29,31.8,7.78,15.26021497,1,0.59,797.03,1,85.62,3,37.16,2.63,8.99,88.79,75.54,Low Impact
25-04-2020,Kerala,Agriculture,39852.07,26973.63,32.32,7.4,16.42738299,1,0.28,797.03,8,86.86,2,10.21,1.07,6.11,232.97,42.55,Low Impact
25-05-2020,Delhi,Transport,81843.34,76601.44,6.4,4.86,14.78703406,1,0.18,797.03,8,67.78,3,90,0.42,8.62,324.3,80.63,High Impact
24-06-2020,Kerala,Finance,44474.36,36277.97,18.43,3.27,11.56117579,1,0.77,797.03,6,64.1,2,28.61,1.45,7.72,304.69,31.59,Medium Impact
24-07-2020,Madhya Pradesh,Mining,38317.5,30458.87,20.51,6.19,9.716581645,0,0.95,797.03,7,83.07,2,25.89,2.4,7.78,36.19,72.27,Low Impact
23-08-2020,Gujarat,Transport,46805.3,34894.35,25.45,9.24,18.34173267,1,0.1,797.03,10,78.71,4,92.03,0.29,5.62,33.41,75.7,Medium Impact
22-09-2020,Himachal Pradesh,Finance,30836.41,23131.33,24.99,6.99,15.76341846,0,0.16,797.03,2,56.02,3,80.55,1.84,5.32,482.66,97.18,Medium Impact
22-10-2020,Manipur,Finance,75013.33,59209.28,21.07,8.83,11.07426883,0,0.96,797.03,5,35.38,3,14.11,1.86,4.15,76.75,30.91,Low Impact
21-11-2020,Maharashtra,Services,50769.32,42836.64,15.62,9.94,16.05747668,1,0.04,797.03,7,79.95,5,76.93,2.8,8.78,147.94,18.43,Low Impact
21-12-2020,Goa,Trade,23989.06,20288.77,15.42,4.15,9.47950247,0,0.98,797.03,9,40.97,2,91.3,1,8.76,384.05,33.67,High Impact
20-01-2021,Sikkim,Finance,90057.88,59446.56,33.99,7.84,16.53412064,0,0,797.03,1,31.06,2,7.85,0.98,7.48,205.43,21.06,Low Impact
19-02-2021,Goa,Services,39005.23,30230.59,22.5,7.72,11.88135812,0,0.87,797.03,3,84.81,4,82.52,1.43,4.78,91.55,25.27,Medium Impact
21-03-2021,Karnataka,Mining,54811.73,40790.09,25.58,9.86,17.76871923,1,0.31,797.03,6,67.59,5,54.74,1.2,4.47,234.15,40.07,Medium Impact
20-04-2021,Goa,Real Estate,90740.74,82091.74,9.53,9.9,21.03205962,0,0.94,797.03,7,87.96,5,66.92,2.26,8.93,284.91,47.26,High Impact
20-05-2021,Punjab,Construction,62799.56,51558.23,17.9,7.81,17.78802372,0,0.32,797.03,6,61.5,4,49.29,2,3.4,226.93,91.34,Low Impact
19-06-2021,Madhya Pradesh,Construction,12572.91,9887.04,21.36,4.71,15.92457736,0,0.65,797.03,1,90.22,3,69.78,2.32,8.06,459.55,27.61,Medium Impact
19-07-2021,Rajasthan,Trade,94043.38,60224.26,35.96,8.59,20.37505967,0,0.08,797.03,4,53.01,1,3.41,2.5,5.13,143.06,97.46,Medium Impact
18-08-2021,Nagaland,Services,63143.1,51270.51,18.8,3.75,5.85670127,1,0.24,797.03,6,77.09,4,76.27,2.78,5.51,331,82.91,Medium Impact
17-09-2021,Manipur,Real Estate,34155.66,21894.51,35.9,8.46,16.68741276,1,0.77,797.03,8,49.56,3,3.33,1.41,7.99,57.04,89.33,Medium Impact
17-10-2021,Chhattisgarh,Agriculture,14787.94,10618.07,28.2,9.37,15.49839398,0,0.53,797.03,10,30.08,5,45.53,2.96,3.54,196.75,93.65,Medium Impact
16-11-2021,Haryana,Mining,79608.49,51745.1,35,5.68,16.2785449,1,0.93,797.03,4,54.68,4,15.1,0.8,5.13,370.76,77.79,Low Impact
16-12-2021,Uttar Pradesh,Finance,62387.2,52544.11,15.78,7.41,11.92814702,1,0.43,797.03,7,77.95,1,82.36,2.2,8.71,113.18,80.99,High Impact
15-01-2022,Assam,Finance,53812.65,36172.23,32.78,6.01,17.82029489,0,0.87,797.03,3,39.75,2,31.37,1.7,7.19,295.3,49.4,Low Impact
14-02-2022,Madhya Pradesh,Mining,89495.37,65971.58,26.28,6.06,14.1970797,1,0.45,797.03,8,62.81,4,45.41,2.49,7.53,77.57,55.94,High Impact
16-03-2022,Sikkim,Mining,79071.12,72230.37,8.65,5.17,15.10537402,1,0.98,797.03,1,43.8,1,42.88,1.53,7.55,52.25,93.92,Medium Impact
15-04-2022,Karnataka,Services,16015.81,10754.79,32.85,8.33,11.18599553,0,0.96,797.03,4,34.85,1,77.25,2.4,3.36,262.09,44.04,High Impact
15-05-2022,Haryana,Finance,31860.48,24778.91,22.23,9.55,13.38457885,0,0.33,797.03,8,70.13,4,48.11,2.8,4.22,337.83,13.78,High Impact
14-06-2022,Gujarat,Construction,25600.42,19116.99,25.33,9.59,19.17403673,1,0.89,797.03,10,91.88,3,78.9,2.25,5.95,57.57,78.65,High Impact
14-07-2022,Nagaland,Trade,74650.68,45263.95,39.37,4.22,6.43986522,1,0.85,797.03,4,50.2,4,7.35,2.37,5.21,458.97,61.58,Low Impact
13-08-2022,Haryana,Construction,4319.71,3790.4,12.25,9.12,19.28877986,1,0.21,797.03,2,67.74,5,19.16,0.39,5.47,113.66,83.34,Low Impact
12-09-2022,Tripura,Transport,57419.08,35839.04,37.58,8.16,10.29949019,1,0.62,797.03,2,91.98,1,55.15,0.77,7.69,60.87,16.8,Medium Impact
12-10-2022,Chhattisgarh,Manufacturing,76483.41,58585.47,23.4,4.77,13.34118839,0,0.07,797.03,4,72.28,1,94.71,2.93,3.09,102.15,65.91,High Impact
11-11-2022,Assam,Real Estate,87799.8,69909.48,20.38,3.47,9.120939202,0,0.84,797.03,4,73.75,2,7.48,2.14,6.96,85.62,32.29,High Impact
01-01-2019,Uttarakhand,Transport,34866.09,28588.42,18.01,4.88,12.99494853,0,0.17,797.03,2,41.63,1,4.31,1.77,3,46.25,91.29,High Impact
31-01-2019,Odisha,Manufacturing,82304.47,69219.79,15.9,9.39,18.35031407,0,0.07,797.03,7,62.02,2,15.66,1.23,3.38,399.12,19.89,High Impact
02-03-2019,Goa,Mining,11952.54,8231.06,31.14,7.43,12.85475219,0,0.4,797.03,6,53.86,1,64.12,0.32,5.45,248.27,85.88,Medium Impact
01-04-2019,Haryana,Construction,84798.78,51175.43,39.65,8.05,11.12962448,1,0.58,797.03,3,60.61,1,39.9,1.23,8.05,194.87,17.97,Low Impact
01-05-2019,Uttarakhand,Agriculture,13621.38,11621.83,14.68,4.8,7.496458677,1,0.85,797.03,8,82.05,4,82.56,1.6,3.87,475.36,12.26,Low Impact
31-05-2019,Arunachal Pradesh,Trade,40331.44,31760.19,21.25,8.04,15.92936023,0,0.97,797.03,8,59.95,4,7.19,0.79,6.33,186.13,31.16,High Impact
30-06-2019,Meghalaya,Finance,79932.24,71350.81,10.74,3.2,10.40655354,0,0.44,797.03,1,34.09,5,19.64,0.68,7.07,84.32,39.97,Low Impact
30-07-2019,Chhattisgarh,Public Administration,15841.83,14059.4,11.25,5.63,15.05201009,0,0.06,797.03,3,88.86,3,30,1.62,4.38,137.75,66.39,High Impact
29-08-2019,Punjab,Public Administration,23695.89,21211.71,10.48,7.39,14.4873551,1,0.75,797.03,5,65.41,5,62.67,1.84,6.07,120.24,21.86,Medium Impact
28-09-2019,Arunachal Pradesh,Agriculture,72503,55811.59,23.02,4.02,10.2444579,1,0.57,797.03,2,90.09,1,68.52,0.87,8.47,249.87,49.36,Medium Impact
28-10-2019,Assam,Manufacturing,72283.62,51810.73,28.32,8.76,14.74087178,1,0.45,797.03,5,67.2,5,12.42,1.84,6.07,146.46,28.38,Low Impact
27-11-2019,Haryana,Construction,64473.62,56546.29,12.3,4.65,6.914469026,0,0.31,797.03,10,34.53,4,94.38,2.72,3.94,258.51,86.98,High Impact
27-12-2019,Rajasthan,Public Administration,69700.9,52830,24.2,7.57,12.92557202,0,0.5,797.03,3,65.94,1,34.1,1.52,6.77,334.98,14.05,Medium Impact
26-01-2020,Meghalaya,Mining,54729.72,36351.74,33.58,5.84,17.60020158,0,0.34,797.03,9,67.42,1,71.32,2.6,6.55,388.87,42.03,Low Impact
25-02-2020,Sikkim,Construction,25928.11,23315.62,10.08,7.17,17.90555576,0,0.76,797.03,1,43.93,5,52.42,2.8,3.16,355.37,66.82,Medium Impact
26-03-2020,Delhi,Real Estate,35223.9,32014.86,9.11,3.75,9.04378067,0,0.54,797.03,4,60.62,2,22.28,0.46,3.54,103.59,92.18,Medium Impact
25-04-2020,Haryana,Construction,18978.17,14484.3,23.68,3.12,10.99795405,1,0.88,797.03,10,59.86,3,84.62,0.47,3.94,58.83,88.12,High Impact
